movieId,title,genres,tag,imdbId,tmdbId,director,cast,keywords
69069,Fired Up (2009),Comedy,,1083456,17927.0,willgluck,"[""nicholasd'agosto"", 'ericchristianolsen', 'sarahroemer']","['cheerleading', 'aftercreditsstinger', 'duringcreditsstinger']"
69118,In the Electric Mist (2009),Drama|Mystery,,910905,13975.0,bertrandtavernier,"['tommyleejones', 'johngoodman', 'petersarsgaard']","['detectiveinspector', 'bayou', 'seriesofmurders', 'confederatesoldier']"
69122,"Hangover, The (2009)",Comedy|Crime,casino comedy funny hotel lasvegas,1119646,18785.0,toddphillips,"['bradleycooper', 'edhelms', 'zachgalifianakis']","['blackjack', 'stagnight', 'lostweekend', 'chapel', 'hitwithtireiron', 'memoryloss', 'lasvegas', 'drugs', 'irreverent', 'absurd', 'dramatic', 'hilarious', 'amused', 'celebratory', 'farcical', '宿醉']"
69131,Killshot (2008),Action|Crime|Drama|Thriller,,443559,16164.0,johnmadden,"['mickeyrourke', 'dianelane', 'thomasjane']","['hitman', 'criminal']"
69134,Antichrist (2009),Drama|Fantasy,,870984,17609.0,larsvontrier,"['willemdafoe', 'charlottegainsbourg', 'stormachechesahlstrøm']","['depression', 'suffering', 'therapist', 'symbolism', 'marriage', 'masochism', 'controversy', 'woods', 'god', 'cabin', 'psychologicalthriller', 'torture', 'fear', 'cruelty', 'nature', 'masturbation', 'guilt', 'occult', 'selfmutilation', 'grieving', 'motherhood', 'pretentious']"
69140,Sweeney Todd (2006),Crime|Drama|Horror|Thriller,,479760,37924.0,davidmoore,"['raywinstone', 'essiedavis', 'davidwarner']",['barber']
69211,Boy Eats Girl (2005),Comedy|Horror,,415679,27134.0,stephenbradley,"['samanthamumba', 'davidleon', 'tadhgmurphy']","['zombie', 'cannibal', 'ireland', 'graveyard']"
69224,Marius and Jeanette (Marius et Jeannette) (1997),Comedy|Drama|Romance,,119620,64968.0,robertguédiguian,"['arianeascaride', 'gérardmeylan', 'pascaleroberts']","['love', 'workingclass', 'unemployment']"
69227,Ernest Rides Again (1993),Children|Comedy,,106827,34300.0,johncherry,"['jimvarney', 'ronjames', 'tombutler']","['cannon', 'slapstickcomedy', 'crownjewels']"
69251,Special (2006),Drama|Fantasy,,479162,13856.0,jeremypassmore,"['michaelrapaport', 'paulblackthorne', 'joshpeck']","['superhero', 'hallucination']"
69275,Dead Snow (Død snø) (2009),Action|Adventure|Comedy|Horror,,1278340,14451.0,tommywirkola,"['vegarhoel', 'charlottefrogner', 'stigfrodehenriksen']","['nazi', 'undead', 'norway', 'zombie', 'wintry']"
69278,Land of the Lost (2009),Action|Adventure|Comedy|Sci-Fi,,457400,18162.0,bradsilberling,"['willferrell', 'annafriel', 'dannymcbride']","['talkshow', 'paleontologist', 'scientist', 'vortex', 'duringcreditsstinger', 'alternateuniverse', 'spacetime', 'basedontvseries', 'lizardpeople', 'creatures', 'humanoidprimate', 'basedonstory', 'dinosaurs', 'researchassistant']"
69304,Imagine That (2009),Comedy|Drama|Fantasy,,780567,19724.0,kareykirkpatrick,"['eddiemurphy', 'thomashadenchurch', 'yarashahidi']","['daughter', 'competition', 'father', 'sleepover', 'family', 'feather']"
69306,"Taking of Pelham 1 2 3, The (2009)",Crime|Drama|Thriller,,1111422,18487.0,tonyscott,"['denzelwashington', 'johntravolta', 'johnturturro']","['newyorkcity', 'hostage', 'motorcyclecrash', 'remake', 'newyorksubway', 'subwaytrain', 'stockmarket', 'subwaytunnel', 'aftercreditsstinger']"
69394,"Stoning of Soraya M., The (2008)",Crime|Drama,,1277737,33409.0,cyrusnowrasteh,"['shohrehaghdashloo', 'mozhannavabi', 'jimcaviezel']","['adultery', 'deathpenalty', 'sadism', 'persia', 'village', 'stoning', 'cowardice', 'doublemoralstandard', 'ruralarea', 'iran', 'religiousfundamentalism']"
69406,"Proposal, The (2009)",Comedy|Romance,,1041829,18240.0,annefletcher,"['sandrabullock', 'ryanreynolds', 'malinåkerman']","['newyorkcity', 'blackmail', 'ex-girlfriend', 'assistant', 'deportation', 'immigrationlaw', 'romcom', 'alaska', 'fishoutofwater', 'humiliation', 'bookeditor', 'greencard', 'employeremployeerelationship', 'duringcreditsstinger', 'womandirector', 'publishinghouse', 'pretendrelationship', 'richfamily', 'fathersonconflict', 'tyrannicalboss', 'enemiestolovers', 'dramatic', 'fakefiancé', 'romantic', 'admiring', 'amused', 'bewildered', ""grandmother'sbirthday""]"
69436,Year One (2009),Adventure|Comedy,,1045778,17610.0,haroldramis,"['jackblack', 'michaelcera', 'oliverplatt']","['temple', 'circumcision', 'slavery', 'stoneage', 'prehistory', 'cavemen', 'duringcreditsstinger', 'prehistoricman', 'hilarious']"
69453,"Land That Time Forgot, The (1975)",Adventure|Sci-Fi,,73260,27085.0,kevinconnor,"['dougmcclure', 'johnmcenery', 'susanpenhaligon']","['island', 'basedonnovelorbook', 'submarine', 'worldwari', 'prehistoriccreature', 'dinosaur', 'antarctica', 'southseaisland', 'neanderthal', 'lostisland', 'lostworld', 'isolatedisland', 'messageinabottle', 'volcanicisland', 'germanu-boatfleet']"
69469,Garfield's Pet Force (2009),Animation,,1389762,19508.0,marka.z.dippé,"['frankwelker', 'vanessamarshall', 'greggberger']","['cat', 'cartoon', 'villain', 'surrealism', 'basedoncomic', 'computeranimation', 'dog', 'superheroteam', 'femalevillain']"
69481,"Hurt Locker, The (2008)",Action|Drama|Thriller|War,war,887912,12162.0,kathrynbigelow,"['jeremyrenner', 'anthonymackie', 'briangeraghty']","['rescue', 'sniper', 'explosive', 'loyalty', 'usarmy', 'carbomb', 'iraq', 'tension', 'disaster', 'terrorism', 'soldier', 'iraqwar', 'boobytrap', 'antiwar', 'bombsquad', 'bodyarmor', 'womandirector', 'armysergeant', 'unexplodedbomb', 'weaponsofwar', 'dramatic', 'violence', 'bombdisposalunit', 'disarmingabomb']"
69495,Breakfast with Scot (2007),Drama|Romance,,910847,16240.0,laurielynd,"['tomcavanagh', 'benshenkman', 'noahbernett']","['comingout', 'basedonnovelorbook', 'homophobia', 'bullying', 'icehockey', 'inthecloset', 'parenting', 'gayparent', 'lgbt', 'sportscaster', 'legalguardian', 'gaytheme', 'professionalhockeyplayer', 'gayrelationship']"
69516,"Limits of Control, The (2009)",Crime|Drama|Film-Noir,,1135092,8284.0,jimjarmusch,"['isaachdebankolé', 'alexdescas', 'jean-françoisstévenin']",[]
69524,Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller,,772251,62128.0,,[],[]
69526,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,badplot michaelbay neededmoreautobots plotholes ridiculous shialabeouf stopusinguselesscharactersforfiller,1055369,8373.0,michaelbay,"['shialabeouf', 'meganfox', 'petercullen']","['egypt', 'chaos', 'sun', 'tank', 'symbol', 'alien', 'artifact', 'revenge', 'basedontoy', 'robot', 'duringcreditsstinger']"
69529,Home (2009),Documentary,,1014762,62320.0,yannarthus-bertrand,"['yannarthus-bertrand', 'jacquesgamblin']","['climatechange', 'earth', 'globalwarming', 'waterpollution', 'well', 'panorama', 'earthinperil', 'solarpower', 'aerialphotography', 'greenhousegases', 'carbonoffset', 'landscape', 'easterisland', 'oiltanker', 'oilrig\xa0', 'climateobservatory', 'naturedocumentary', 'planetearth', 'observationaldocumentary']"
69604,Whatever Works (2009),Comedy|Romance,,1178663,19265.0,woodyallen,"['larrydavid', 'evanrachelwood', 'michaelmckean']","['newyorkcity', 'naivety', 'agedifference', 'loveatfirstsight', 'runaway', 'marriage', 'atheist', 'misanthrophy', 'eccentric', 'religion', 'dating', 'oldermanyoungerwomanrelationship', 'limp']"
69606,Ghosts of Girlfriends Past (2009),Comedy|Fantasy|Romance,,821640,12556.0,markwaters,"['matthewmcconaughey', 'jennifergarner', 'michaeldouglas']","['photographer', 'casanova', 'womanizer', 'alternateversion', 'firstlove', 'ghost', 'mentorprotégérelationship', 'aftercreditsstinger', 'duringcreditsstinger', 'childhoodcrush', 'brotherbrotherrelationship', 'christmastime', 'pasthistory', 'player', ""brother'swedding"", 'pastrelationships', 'bridezilla', 'ex-girlfriends', 'fearofloss']"
69640,Public Enemies (2009),Crime|Drama|Thriller,,1152836,11322.0,michaelmann,"['johnnydepp', 'christianbale', 'marioncotillard']","['escape', 'gun', 'gangster', 'machinegun', 'horserace', 'biography', 'prisonguard', 'prisonescape', 'bankrobbery', 'surveillance', 'tiedup', 'copsandrobbers\xa0', 'handgun', 'pocketwatch', 'escapefromjail', '1930s', 'manhunt', 'viciouskillings', '1900s', 'sex', 'fbiagent', 'tiedtoatree', 'tied', 'semi-automaticrifle', 'suspenseful', 'intense', 'assertive']"
69644,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,,1080016,8355.0,carlossaldanha,"['rayromano', 'johnleguizamo', 'denisleary']","['insanity', 'iceage', 'villain', 'bridge', 'sequel', 'jungle', 'prehistory', 'dinosaur', 'creature', 'birth', 'duringcreditsstinger']"
69654,Prison Break: The Final Break (2009),Action|Drama|Thriller,,1131748,176241.0,bradturner,"['wentworthmiller', 'sarahwaynecallies', 'dominicpurcell']","['prison', 'prisonescape', 'love', 'gangsolvesmystery']"
69685,Daria: Is It College Yet? (2002),Animation|Comedy,,285627,24232.0,karendisher,"['tracygrandstaff', 'wendyhoopes', 'juliánrebolledo']","['highschool', 'college', 'graduation', 'misanthrophy', 'highschoolgraduation', 'school', 'womandirector', 'seriesfinale', 'collegeapplications', 'basedontvseries']"
69712,My Sister's Keeper (2009),Drama,,1078588,10024.0,nickcassavetes,"['camerondiaz', 'abigailbreslin', 'sofiavassilieva']","['siblingrelationship', 'courtcase', 'parentchildrelationship', 'invitrofertilisation', 'medicalexaminer', 'kidneytransplant', 'cancer', 'chemotherapy']"
69720,Hood of Horror (2006),Comedy|Drama|Horror,,475298,15423.0,stacytitle,"['snoopdogg', 'daniellaalonso', 'ansonmount']","['graffiti', 'hell', 'anthology', 'shot', 'womandirector']"
69746,Watchmen: Tales of the Black Freighter (2009),Action|Adventure|Animation|Horror,,1295071,16440.0,danieldelpurgatorio,"['gerardbutler', 'jaredharris', 'camclarke']","['pirate', 'journeyhome', 'shortfilm', 'irony']"
69757,(500) Days of Summer (2009),Comedy|Drama|Romance,artistic funny humorous inspiring intelligent quirky romance zooeydeschanel,1022603,19913.0,marcwebb,"['josephgordon-levitt', 'zooeydeschanel', 'geoffreyarend']","['jealousy', 'gallery', 'fight', 'date', 'architect', 'interview', 'sister', 'love', 'friends', 'fate', 'losangeles,california', 'summer', 'year', 'heartache', 'assertive']"
69784,Brüno (Bruno) (2009),Comedy,,889583,18480.0,larrycharles,"['sachabaroncohen', 'gustafhammarsten', 'cliffordbañagale']","['homophobia', 'dragqueen', 'satire', 'dominatrix', 'celebrity', 'mockumentary', 'socialsatire', 'fame', 'hollywood', 'tvreporter', 'lgbt', 'austrian', 'duringcreditsstinger', 'sextape', 'celebrityinterview', 'gaytheme']"
69805,"Librarian, The: The Curse of the Judas Chalice (2008)",Action|Adventure|Fantasy,,1146438,14728.0,jonathanfrakes,"['noahwyle', 'stanakatic', 'janecurtin']","['vampire', 'auction', 'neworleans,louisiana', 'mythology', 'treasurehunt', 'judas', 'psychotronicfilm', 'dracula']"
69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,,417741,767.0,davidyates,"['danielradcliffe', 'rupertgrint', 'emmawatson']","['witch', 'dyinganddeath', 'london,england', 'magic', 'schoolofwitchcraft', 'sequel', 'apparition', 'curse', 'teenagecrush', 'school', 'werewolf', 'teenagelove', 'luck', 'ghost', 'wizard', 'secretpast', 'mysterious', 'christmas', 'basedonyoungadultnovel']"
69849,Roots (1977),Drama|War,,75572,67479.0,,[],[]
69860,Eichmann (2007),Drama|War,,901481,14687.0,robertyoung,"['thomaskretschmann', 'troygarity', 'frankapotente']","['nazi', 'worldwarii', 'postworldwarii', 'crimeagainsthumanity']"
69904,Open Water 2: Adrift (2006),Drama|Thriller,,470055,9592.0,hanshorn,"['susanmaypratt', 'ericdane', 'richardspeightjr.']","['schoolfriend', 'mexico', 'baby', 'drowning', 'lossoflovedone', 'yacht', 'shark', 'desperate']"
69951,"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy,,1054606,8054.0,terrygilliam,"['christopherplummer', 'lilycole', 'heathledger']","['circus', 'immortality', 'elderly', 'aftercreditsstinger', 'duringcreditsstinger', 'magicmirror']"
69953,9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),Documentary,,1278293,19929.0,jenshoffmann,"['moniquealexander', 'joannaangel', 'jessejane']","['pornography', 'eroticism', 'pornindustry']"
69988,Humpday (2009),Comedy,,1334537,23720.0,lynnshelton,"['markduplass', 'joshualeonard', 'alyciadelmore']",['womandirector']
70015,Polytechnique (2009),Crime|Drama,,1194238,22302.0,denisvilleneuve,"['maximgaudette', 'sébastienhuberdeau', 'karinevanasse']","['canada', 'hostage', 'interview', 'montreal,canada', 'murder', 'school', 'university', 'massacre', 'gunman', 'misogynist', 'schoolshooting', '1980s']"
70159,Orphan (2009),Drama|Horror|Mystery|Thriller,,1148204,21208.0,jaumecollet-serra,"['verafarmiga', 'petersarsgaard', 'isabellefuhrman']","['nun', 'deaf-mute', 'orphan', 'troubledmarriage', 'aftercreditsstinger', 'duringcreditsstinger']"
70183,"Ugly Truth, The (2009)",Comedy|Drama|Romance,,1142988,20943.0,robertluketic,"['katherineheigl', 'gerardbutler', 'ericwinter']","['surgeon', 'sexism', 'romcom', 'romance', 'televisionproducer', 'morningshow', 'relationship', 'sextoy', ""valentine'sday"", 'misogyny', 'oppositesattract', 'sacramento']"
70206,"Collector, The (2009)",Crime|Horror|Thriller,,844479,21407.0,marcusdunstan,"['joshstewart', 'juanfernández', 'michaelreillyburke']","['fight', 'burglar', 'psychopath', 'home', 'gore', 'trap', 'thief', 'slaughter', 'debt', 'slasher', 'torture', 'homeinvasion', 'maskedman', 'killer', 'heldcaptive', 'aftercreditsstinger', 'duringcreditsstinger', 'trappedinahouse']"
70208,"Perfect Getaway, A (2009)",Horror|Thriller,,971209,12403.0,davidtwohy,"['stevezahn', 'millajovovich', 'timothyolyphant']","['hawaii', 'honeymoon', 'doublemurder', 'murder', 'whodunit', 'aggressive', 'tense']"
70286,District 9 (2009),Mystery|Sci-Fi|Thriller,intelligentsci-fi,1136608,17654.0,neillblomkamp,"['sharltocopley', 'jasoncope', 'nathalieboltt']","['streetgang', 'government', 'genetics', 'slum', 'mutation', 'dystopia', 'transformation', 'southafrica', 'johannesburg,southafrica', 'satire', 'mockumentary', 'alien', 'prawn', 'alternatehistory', 'racism', 'metamorphosis', 'xenophobia', 'speculative', 'internmentcamp', 'alientechnology', 'segregation', 'privatemilitarycompany', 'basedonshort', 'grand', 'provocative', 'suspenseful', 'critical', 'intense']"
70293,Julie & Julia (2009),Comedy|Drama|Romance,,1135503,24803.0,noraephron,"['merylstreep', 'amyadams', 'stanleytucci']","['cooking', 'cookbook', 'blog', '9/11', 'womandirector', 'frenchcuisine', 'culinaryarts', 'publishing', 'gastronomia', 'celebritychef']"
70301,Obsessed (2009),Crime|Drama|Thriller,,1198138,17335.0,steveshill,"['idriselba', 'beyoncé', 'alilarter']",[]
70305,Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller,,1075417,13836.0,andyfickman,"['dwaynejohnson', 'annasophiarobb', 'alexanderludwig']","['spacecraft', 'teleportation', 'mountain', 'laser', 'telekinesis', 'alien', 'superpower', 'military', 'duringcreditsstinger']"
70334,Hannah Montana: The Movie (2009),Comedy|Drama|Musical|Romance,,1114677,18126.0,peterchelsom,"['mileycyrus', 'billyraycyrus', 'emilyosment']","['doublelife', 'countryside', 'popstar', 'musical', 'malibu', 'celebrity', 'tennessee', 'singer', 'teenmovie', 'teenagegirl', 'losangeles,california', 'hometown', 'basedontvseries', 'teenromance']"
70336,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,,1046173,14869.0,stephensommers,"['adewaleakinnuoye-agbaje', 'christophereccleston', 'leebyung-hun']","['government', 'technology', 'hostage', 'laser', 'warhead', 'president', 'revenge', 'murder', 'attack', 'terrorism', 'explosion', 'scientist', 'evil', 'cobra', '2020s']"
70361,12 Rounds (2009),Action|Thriller,,1160368,17134.0,rennyharlin,"['johncena', 'aidangillen', 'ashleyscott']","['police', 'cop', 'revenge', 'catandmouse', 'family']"
70451,Max Manus (2008),Action|Drama|War,,1029235,13752.0,espensandberg,"['akselhennie', 'agneskittelsen', 'nicolaiclevebroch']","['nazi', 'escape', 'bomb', 'resistance', 'worldwarii', 'trauma', 'idealism', 'saboteur', 'norway', 'train', 'terrorism']"
70492,Winds of the Wasteland (1936),Western,,28510,40743.0,mackv.wright,"['johnwayne', 'phyllisfraser', 'lewkelly']","['contract', 'stagecoach', 'ponyexpress', 'telegraph']"
70521,Lost in Austen (2008),Drama|Fantasy|Romance|Sci-Fi,,1117666,19422.0,,[],[]
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi,,923811,15137.0,kazuyatsurumaki,"['megumiogata', 'megumihayashibara', 'kotonomitsuishi']","['parentchildrelationship', 'dystopia', 'post-apocalypticfuture', 'remake', 'mecha', 'giantrobot', 'alieninvasion', 'military', 'anime', 'fathersonconflict', 'basedontvseries', 'suspense']"
70545,"Deal, The (2008)",Comedy,,848281,11115.0,gilcatesjr.,"['burtreynolds', 'bretharrison', 'shannonelizabeth']","['poker', 'restart', 'callgirl', 'competition', 'mentor', 'confidence', 'loser', 'gain', 'turnier', 'money', 'illegalprostitution']"
70565,"Goods: Live Hard, Sell Hard, The (2009)",Comedy,,1092633,19905.0,nealbrennan,"['jeremypiven', 'vingrhames', 'jamesbrolin']","['competition', 'duringcreditsstinger']"
70599,"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi,,452694,24420.0,robertschwentke,"['ericbana', 'rachelmcadams', 'michellenolden']","['future', 'husbandwiferelationship', 'basedonnovelorbook', 'timetravel', 'time', 'love', 'travel', 'tragiclove', 'relationship', 'disorder', 'geneticdisorder', 'loving']"
70637,I Can't Think Straight (2007),Drama|Romance,,830570,31216.0,shamimsarif,"['lisaray', 'sheetalsheth', 'antoniafrering']","['lgbt', 'womandirector', 'lesbian']"
70641,Miss March (2009),Comedy,,1151922,19556.0,trevormoore,"['zachcregger', 'trevormoore', 'raquelalessi']","['firsttime', 'virgin', 'affectation', 'roadtrip', 'playboy', 'duringcreditsstinger', 'curious', 'anxious', 'hilarious', 'ambiguous', 'antagonistic', 'bold', 'callous', 'celebratory', 'conceited', 'euphoric', 'forceful', 'mocking', 'optimistic']"
70663,"I Love You, Beth Cooper (2009)",Comedy|Romance,,1032815,19840.0,chriscolumbus,"['haydenpanettiere', 'paulrust', 'jackcarpenter']","['virgin', 'highschool', 'basedonnovelorbook', 'affectation', 'cheerleader', 'graduation', 'aspen', 'friends', 'inthecloset', 'aggressive', 'candid', 'populargirl', 'basedonyoungadultnovel', 'anxious', 'admiring', 'adoring', 'ambiguous', 'apathetic', 'apologetic']"
70687,Paper Heart (2009),Comedy|Documentary|Drama|Romance,,1331064,25183.0,nicholasjasenovec,"['charlyneyi', 'demetrimartin', 'jakejohnson']","['love', 'aftercreditsstinger']"
70697,G-Force (2009),Action|Adventure|Children|Fantasy,,436339,19585.0,hoytyeatman,"['samrockwell', 'jonfavreau', 'tracymorgan']","['secretagent', 'guineapig', 'dyr', 'duringcreditsstinger', 'hilarious', 'enthusiastic']"
70703,Christopher Columbus: The Discovery (1992),Adventure,,103962,41682.0,johnglen,"['georgescorraface', 'marlonbrando', 'tomselleck']",['biography']
70708,Tetro (2009),Drama|Mystery,,964185,11928.0,francisfordcoppola,"['vincentgallo', 'aldenehrenreich', 'maribelverdú']","['ship', 'basedonnovelorbook', 'birthday', 'brother', 'confession', 'cruise', 'search', 'rivalry', 'love', 'writer', 'ego', 'injury']"
70728,Bronson (2009),Action|Comedy|Drama|Thriller,,1172570,18533.0,nicolaswindingrefn,"['tomhardy', 'mattking', 'jameslance']","['prison', 'isolation', 'biography', 'basedontruestory', 'solitaryconfinement', 'cynical']"
70862,It Might Get Loud (2008),Documentary,,1229360,22492.0,davisguggenheim,"['jimmypage', 'theedge', 'jackwhite']","['guitar', 'interview', 'guitarplayer', 'rockumentary', 'virtuoso', 'sessionmusicians', 'expertopinion', 'musicdocumentary', 'electricguitar', 'rockmusicians', 'guitarist']"
70932,My Life in Ruins (2009),Comedy,,865559,23049.0,donaldpetrie,"['niavardalos', 'richarddreyfuss', 'alexisgeorgoulis']","['beach', 'greece', 'tourbus', 'tourguide', 'viagra', 'hospital', 'romantic', 'cheerful']"
70946,Troll 2 (1990),Fantasy|Horror,,105643,26914.0,claudiofragasso,"['michaelstephenson', 'georgehardy', 'margoprey']","['witch', 'smalltown', 'monster', 'danceperformance', 'poison', 'seduction', 'hallucination', 'cult', 'vacation', 'delirium', 'sandwich', 'fasting', 'séance', 'recreationalvehicle', 'familyvalues', 'farmingcommunity', 'goblin', 'familyexchange', 'vegetarianism', 'hospitality', 'cassettetape', 'oddreligiouscustoms', 'communityspirit', 'healthyfood', 'herbalremedies', 'popcorn', 'datingwoes', 'deadgrandfather', 'powerofgoodness', 'supernaturalphenomena', 'appreciative']"
70984,Taking Woodstock (2009),Comedy,,1127896,26320.0,anglee,"['demetrimartin', 'imeldastaunton', 'henrygoodman']","['basedonnovelorbook', 'biography', 'woodstock,newyork', 'musicfestival', 'dogtag', 'catskills', '1960s']"
70990,If These Walls Could Talk (1996),Drama,,116607,35203.0,cher,"['demimoore', 'sissyspacek', 'cher']","['nurse', 'homicide', '1970s', 'pregnancy', 'pro-lifeprotesters', 'gunshot', 'multiplestorylines', 'womandirector', 'hemorrhage', 'abortion', '1950s', '1990s', 'abortionclinic', 'unplannedpregnancy', 'illegalabortion', 'dramatic', 'tragic']"
70994,Halloween II (2009),Horror|Thriller,,1311067,24150.0,robzombie,"['malcolmmcdowell', 'scouttaylor-compton', 'tylermane']","['post-traumaticstressdisorder(ptsd)', 'nurse', 'therapist', 'lossoflovedone', 'shotgun', 'insanity', 'trauma', 'pentagram', 'halloween', 'barn', 'femalefriendship', 'rampage', 'purgatory', 'mentalinstitution', 'hospital', 'slasher', 'murderer', 'whitehorse', 'duringcreditsstinger', 'sinister', 'holidayhorror', 'gloomy', 'meanspirited']"
71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller,,1305806,25376.0,juanjosécampanella,"['ricardodarín', 'soledadvillamil', 'pablorago']","['rape', 'police', 'kidnapping', 'homicide', 'writing', 'investigation', 'partner', 'murder', 'tension', 'argentina', 'justice', 'legaldrama', 'secret', 'cineargentino']"
71057,9 (2009),Adventure|Animation|Sci-Fi,,472033,12244.0,shaneacker,"['elijahwood', 'christopherplummer', 'martinlandau']","['friendship', 'manvsmachine', 'hope', 'dystopia', 'post-apocalypticfuture', 'steampunk', 'coward', 'endofworld', 'ragdoll']"
71106,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,,910554,22494.0,garethcarrivick,"[""chriso'dowd"", 'deanlennoxkelly', 'marcwootton']","['timetravel', 'aftercreditsstinger', 'duringcreditsstinger', 'timeparadox']"
71108,"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery,,1149362,37903.0,michaelhaneke,"['christianfriedel', 'ernstjacobi', 'leoniebenesch']","['childabuse', 'authority', 'pastor', 'nanny', 'northerngermany', 'punishment', 'puritan', 'incest', 'tailor', 'schoolteacher', 'futurewar', 'suppression', 'shame', 'smallvillage', 'landbaron', 'villagepeople', '1910s', 'eastelbia', 'landowner', 'patronage', 'ruralsetting', 'villagers', 'fearoftheunknown']"
71129,Green Lantern: First Flight (2009),Action|Adventure|Animation|Fantasy|Sci-Fi,,1384590,17445.0,laurenmontgomery,"['christophermeloni', 'victorgarber', 'michaelmadsen']","['superhero', 'comicbook', 'basedoncomic', 'superpower', 'womandirector']"
71131,"Most Hated Family in America, The (2007)",Documentary,,1000764,63581.0,geoffreyo'connor,"['louistheroux', 'fredphelps', 'shirleyphelps-roper']","['bible', 'protest', 'deadsoldier', 'god', 'malehomosexuality', 'southernbaptist', 'biblicalcode']"
71135,Pandorum (2009),Horror|Sci-Fi|Thriller,,1188729,19898.0,christianalvart,"['benfoster', 'dennisquaid', 'camgigandet']","['spacecraft', 'mission', 'mutation', 'dystopia', 'survival', 'creature', 'pandorum']"
71147,Death of a Cyclist (Muerte de un ciclista) (1955),Drama,,48394,72083.0,juanantoniobardem,"['luciabosè', 'albertoclosas', 'brunacorrà']","['adultery', 'madrid,spain', 'lover', 'bicycle', 'roadaccident', 'university', 'extramaritalaffair', 'accident']"
71156,"Men Who Stare at Goats, The (2009)",Action|Comedy|Drama,,1234548,10313.0,grantheslov,"['georgeclooney', 'ewanmcgregor', 'jeffbridges']","['vietnamveteran', 'kuwait', 'newage', 'paranoidfantasy', 'hippielifestyle', 'druguse']"
71160,"Hunt For Gollum, The (2009)",Action|Adventure|Fantasy,,1323925,17632.0,,[],[]
71205,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,,1131734,19994.0,karynkusama,"['meganfox', 'amandaseyfried', 'johnnysimmons']","['highschool', 'minnesota', 'possession', 'slumberparty', 'gore', 'sexualmurder', 'teenagegirl', 'demon', 'rockband', 'succubus', 'satanicritual', 'candlelightvigil', 'duringcreditsstinger', 'womandirector', 'curious', 'virginsacrifice', 'frenemies', 'bloodthirsty', 'teenscream']"
71211,"Informant!, The (2009)",Comedy|Crime|Drama|Thriller,,1130080,11323.0,stevensoderbergh,"['mattdamon', 'scottbakula', 'joelmchale']","['fbi', 'lie', 'agriculture', 'informant', 'witnesstomurder', 'surveillance', 'corn', 'price-fixing']"
71248,Extract (2009),Comedy,,1225822,12569.0,mikejudge,"['jasonbateman', 'milakunis', 'kristenwiig']","['infidelity', 'conman', 'thief', 'business', 'manufacturing', 'industrialaccident', 'duringcreditsstinger', 'sexlessmarriage', 'misfortune']"
71252,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Horror|Thriller,,1144884,19912.0,davidr.ellis,"['bobbycampo', 'shantelvansanten', 'nickzano']","['dyinganddeath', 'plan', 'carrace', 'gore', 'stockcarracing', 'carcrash', 'premonition', 'vision', 'death', 'cheatingdeath', 'supernaturalhorror', 'horror', 'teenscream']"
71254,Gamer (2009),Action|Sci-Fi|Thriller,,1034032,18501.0,briantaylor,"['gerardbutler', 'ambervalletta', 'michaelc.hall']","['mindcontrol', 'prisoner', 'videogame', 'dystopia', 'gunbattle', 'wrongfulimprisonment', 'wrongfulconviction', 'onlinegaming', '2030s', 'deathgame', 'nottoodistantfuture']"
71264,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,,844471,22794.0,christophermiller,"['billhader', 'annafaris', 'jamescaan']","['inventor', 'weather', 'food', ""basedonchildren'sbook"", 'hopeful']"
71268,Tyler Perry's I Can Do Bad All by Myself (2009),Comedy|Drama,,1385912,26367.0,tylerperry,"['tylerperry', 'tarajip.henson', 'adamrodriguez']","['aunt', 'singer', 'teenagegirl', 'mistress', 'church', 'alcoholabuse', 'diabetic', 'duringcreditsstinger', 'emotionallydistant', 'handyman', 'keptwoman', 'estrangedmother', 'blackcinema', 'unwantedguest', 'childreninneed', 'bar', 'takingcareofsiblings']"
71282,"Food, Inc. (2008)",Documentary,,1286537,18570.0,robertkenner,"['michaelpollan', 'ericschlosser', 'richardlobb']","['agriculture', 'food', 'foodindustry', 'monsanto', 'organicfood', 'sustainable', 'corn', 'vegan', 'veganism', 'meatindustry', 'govegan']"
